,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,0.7066643,-1.3448014,-1.3438565,-1.3430698,-1.3424515,-1.3420367,-1.3419033,-1.3421686,-1.3429569,-1.3443474,-1.3463309,-1.3487952,-1.3515513,-1.354401,-1.3572147,-1.359961,-1.362687,-1.3654819,-1.3684528,-1.3717093,-1.3753388,-1.379377,-1.3837979,-1.3885273,-1.3934743,-1.3985599,-1.4037279,-1.4089428,-1.414185,-1.4194428,-1.4247088,-1.4299806,-1.4352553,-1.4405321,-1.4458103,-1.4510888,-1.4563667,-1.4616435,-1.4669195,-1.4721954,-1.4774712,-1.4827473,-1.4880234,-1.4932997,-1.498576,-1.5038527,-1.5091293,-1.5144058,-1.5196824,-1.5249587,-1.5302341
1,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,0.7062484,-1.3381648,-1.3409061,-1.3437406,-1.346539,-1.3492706,-1.351982,-1.3547617,-1.3577168,-1.3609558,-1.3645657,-1.3685822,-1.3729794,-1.3776833,-1.3826039,-1.387662,-1.3928022,-1.3979893,-1.4032032,-1.4084327,-1.4136704,-1.418914,-1.4241602,-1.4294087,-1.4346586,-1.4399087,-1.4451581,-1.4504066,-1.4556543,-1.4609019,-1.4661493,-1.471397,-1.4766449,-1.4818928,-1.4871408,-1.492389,-1.4976373,-1.5028855,-1.5081336,-1.5133816,-1.5186287,-1.5238738,-1.5291163,-1.5343541,-1.5395833,-1.5447994,-1.2178978,-1.2252772,-1.2326773,-1.2400893,-1.2475086
2,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,0.70597154,-1.3803403,-1.3847618,-1.3894918,-1.3944395,-1.3995258,-1.4046943,-1.40991,-1.4151529,-1.4204112,-1.425678,-1.4309505,-1.4362259,-1.4415034,-1.4467824,-1.4520614,-1.4573399,-1.4626174,-1.4678942,-1.4731708,-1.4784473,-1.4837241,-1.4890008,-1.4942778,-1.4995549,-1.5048321,-1.5101094,-1.5153867,-1.520664,-1.525941,-1.531217,-1.5364912,-1.5417627,-1.5470295,-1.5522876,-1.5575327,-1.228822,-1.2362423,-1.2436833,-1.2511364,-1.2585968,-1.2660625,-1.2735322,-1.2810072,-1.2884879,-1.2959777,-1.3034787,-1.3109907,-1.3185031,-1.325993,-1.3334268
3,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,0.70593,-1.4369569,-1.4422469,-1.4475392,-1.4528328,-1.4581268,-1.4634199,-1.4687122,-1.4740037,-1.4792949,-1.4845862,-1.4898777,-1.4951693,-1.500461,-1.5057527,-1.5110447,-1.5163367,-1.5216287,-1.5269207,-1.5322125,-1.5375032,-1.5427921,-1.5480784,-1.5533599,-1.5586326,-1.5638924,-1.2342641,-1.2417052,-1.249167,-1.2566408,-1.264122,-1.2716086,-1.2790991,-1.286595,-1.2940966,-1.3016073,-1.3091292,-1.3166622,-1.3241956,-1.3317063,-1.339161,-1.3465295,-1.3537925,-1.3609437,-1.367984,-1.3749266,-1.3817977,-1.3886415,-1.3955026,-1.4024059,-1.4093347
4,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,0.7059568,-1.4932631,-1.4985628,-1.5038627,-1.5091628,-1.514463,-1.5197632,-1.5250634,-1.5303636,-1.5356636,-1.5409626,-1.5462596,-1.5515542,-1.5568438,-1.5621248,-1.5673927,-1.2372522,-1.2447048,-1.2521783,-1.2596637,-1.2671566,-1.2746547,-1.282157,-1.2896645,-1.2971777,-1.3047,-1.3122337,-1.3197783,-1.3273236,-1.3348459,-1.3423121,-1.3496921,-1.3569665,-1.3641286,-1.3711799,-1.3781333,-1.385015,-1.3918695,-1.3987412,-1.4056553,-1.4125948,-1.4195032,-1.4263071,-1.4329542,-1.4394279,-1.4457371,-1.4518893,-1.4578643,-1.4636136,-1.469078,-1.4742218
5,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,0.70603776,-1.5502659,-1.5555699,-1.5608692,-1.5661598,-1.5714372,-1.2406976,-1.2481638,-1.2556508,-1.2631497,-1.2706562,-1.278168,-1.2856839,-1.293205,-1.3007319,-1.3082678,-1.3158152,-1.3233736,-1.3309324,-1.3384684,-1.3459482,-1.3533415,-1.3606291,-1.3678043,-1.3748684,-1.3818343,-1.3887286,-1.3955956,-1.4024798,-1.4094062,-1.4163585,-1.4232794,-1.4300956,-1.4367547,-1.44324,-1.4495609,-1.4557241,-1.46171,-1.4674698,-1.472944,-1.4780972,-1.4829451,-1.4875576,-1.4920304,-1.4964472,-1.5008583,-1.5052806,-1.5097145,-1.5141561,-1.5186012,-1.5230469
6,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,0.7062702,-1.2529687,-1.2603899,-1.2678164,-1.2752485,-1.2826898,-1.290142,-1.2976054,-1.3050691,-1.3125103,-1.319896,-1.3271962,-1.3343922,-1.341477,-1.3484523,-1.3553306,-1.362138,-1.3689185,-1.3757162,-1.3825555,-1.3894203,-1.3962542,-1.4029846,-1.4095598,-1.4159636,-1.422205,-1.4282906,-1.4342012,-1.4398886,-1.4452938,-1.4503822,-1.455169,-1.4597236,-1.46414,-1.4685013,-1.4728569,-1.4772235,-1.4816016,-1.4859873,-1.4903766,-1.4947662,-1.4991536,-1.5035336,-1.5078998,-1.5122418,-1.5165404,-1.5207638,-1.5248603,-1.5287555,-1.5323625,-1.5356098
7,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204,-1.3974947,-1.4047552,-1.4119036,-1.4189415,-1.4258815,-1.4327501,-1.4395915,-1.4464501,-1.4533508,-1.4602771,-1.4671724,-1.4739631,-1.4805975,-1.4870588,-1.493356,-1.4994963,-1.5054599,-1.5111983,-1.5166521,-1.5217861,-1.5266159,-1.5312114,-1.5356675,-1.5400679,-1.5444626,-1.5488684,-1.5532857,-1.5577108,-1.5621394,-1.5665685,-1.5709952,-1.5754145,-1.5798199,-1.5842009,-1.588538,-1.5927994,-1.5969326,-1.6008629,-1.6045021,-1.6077787,-1.6106682,-1.6132095,-1.6154865,-1.6175939,-1.6196057,0.6542204,0.6542204,0.6542204,0.6542204,0.6542204
8,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,-1.7188662,-1.7261341,-1.7332343,-1.7401494,-1.746889,-1.7534605,-1.759843,-1.7659844,-1.7718213,-1.7773159,-1.7824849,-1.7874031,-1.7921722,-1.7968817,-1.801585,-1.8063003,-1.8110279,-1.8157637,-1.8205034,-1.8252436,-1.8299812,-1.8347108,-1.8394257,-1.8441144,-1.8487562,-1.8533168,-1.8577404,-1.8619467,-1.8658415,-1.8693482,-1.8724407,-1.8751605,-1.8775975,-1.8798528,-1.8820058,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244,0.5515244
9,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,-2.1743119,-2.1798358,-2.1851923,-2.190482,-2.1957643,-2.2010605,-2.2063704,-2.2116895,-2.217013,-2.222337,-2.227658,-2.2329702,-2.2382658,-2.243532,-2.2487454,-2.2538679,-2.2588363,-2.2635605,-2.267935,-2.2718737,-2.2753472,-2.2784019,-2.281139,-2.283672,-2.2860904,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676,0.4471676
